id,exercise,duration,calories_burnt,exercise_intensity
2858,Exercise 6,55,390.4130182,6
2859,Exercise 8,39,221.9424797,8
2860,Exercise 2,32,336.8105662,3
2861,Exercise 8,44,490.2626743,7
2862,Exercise 5,32,108.0425127,7
2863,Exercise 8,39,142.8421547,4
2864,Exercise 3,39,238.5998222,3
2865,Exercise 7,51,117.0662201,2
2866,Exercise 10,44,458.0278387,7
2867,Exercise 2,20,372.5442708,4
2868,Exercise 2,32,209.8225374,6
2869,Exercise 9,57,197.6567346,9
2870,Exercise 4,43,371.4248082,6
2871,Exercise 3,39,303.9158475,10
2872,Exercise 9,48,305.8572143,10
2873,Exercise 5,29,213.4845322,3
2874,Exercise 10,25,183.6523663,5
2875,Exercise 7,47,460.6169788,10
2876,Exercise 3,47,207.942531,2
2877,Exercise 6,21,420.0314077,8
2878,Exercise 3,53,360.6188797,6
2879,Exercise 10,39,410.6054117,6
2880,Exercise 1,56,487.7237006,6
2881,Exercise 6,35,147.5191616,5
2882,Exercise 7,44,404.3244067,3
2883,Exercise 8,52,255.6467561,7
2884,Exercise 10,22,462.097426,9
2885,Exercise 10,39,378.4221134,9
2886,Exercise 2,33,293.6651357,6
2887,Exercise 6,41,273.9623476,7
2888,Exercise 9,43,150.3382803,8
2889,Exercise 8,51,246.1576277,3
2890,Exercise 8,54,154.4349082,7
2891,Exercise 7,28,183.591511,7
2892,Exercise 3,22,227.1123467,9
2893,Exercise 1,57,443.60546,1
2894,Exercise 9,58,469.6132972,3
2895,Exercise 1,30,128.3417261,4
2896,Exercise 3,35,305.6604598,10
2897,Exercise 5,32,488.2543682,3
2898,Exercise 5,25,186.1873357,3
2899,Exercise 1,52,181.74338,2
2900,Exercise 1,38,165.7700142,4
2901,Exercise 8,24,181.7118443,2
2902,Exercise 1,20,225.5179307,3
2903,Exercise 5,52,350.461267,8
2904,Exercise 6,29,127.2306266,1
2905,Exercise 8,49,466.1006863,5
2906,Exercise 1,47,422.4659925,10
2907,Exercise 9,26,307.5197965,1
2908,Exercise 3,43,345.5096707,9
2909,Exercise 6,30,150.4881576,10
2910,Exercise 9,36,282.2829183,10
2911,Exercise 2,30,181.906708,2
2912,Exercise 3,37,430.3550684,3
2913,Exercise 4,53,248.7936002,8
2914,Exercise 5,51,293.6891162,2
2915,Exercise 1,55,464.9698375,1
2916,Exercise 7,43,270.5343792,6
2917,Exercise 4,37,292.1630285,4
2918,Exercise 3,39,244.5728363,2
2919,Exercise 6,39,460.6836833,7
2920,Exercise 5,34,475.8197474,6
2921,Exercise 1,24,357.293849,10
2922,Exercise 3,42,318.7938767,6
2923,Exercise 9,47,297.9603645,2
2924,Exercise 6,31,418.5504762,5
2925,Exercise 9,35,126.1490379,2
2926,Exercise 8,48,443.5053264,1
2927,Exercise 10,44,114.6624711,2
2928,Exercise 3,54,415.4921989,5
2929,Exercise 7,20,289.1034986,1
2930,Exercise 5,20,193.9370555,6
2931,Exercise 6,53,413.7641314,7
2932,Exercise 1,57,326.7338486,1
2933,Exercise 1,54,253.0869571,2
2934,Exercise 7,45,217.2212042,1
2935,Exercise 8,38,197.0741086,4
2936,Exercise 1,38,296.6982048,2
2937,Exercise 9,33,258.3731168,8
2938,Exercise 5,44,435.7560312,3
2939,Exercise 2,32,479.0355032,4
2940,Exercise 3,46,138.5750273,10
2941,Exercise 3,44,421.3554821,5
2942,Exercise 10,48,242.958245,5
2943,Exercise 2,46,260.6949492,9
2944,Exercise 3,33,487.9336692,7
2945,Exercise 1,46,328.4223973,5
2946,Exercise 3,49,445.4784439,8
2947,Exercise 2,41,354.3813529,10
2948,Exercise 4,50,328.2852903,3
2949,Exercise 3,60,404.218979,9
2950,Exercise 9,44,463.1455148,3
2951,Exercise 4,60,383.0746426,1
2952,Exercise 3,23,222.7452722,3
2953,Exercise 1,38,287.5587985,8
2954,Exercise 2,28,367.9321932,6
2955,Exercise 8,48,239.8666015,2
2956,Exercise 3,49,196.3839915,1
2957,Exercise 4,27,325.7689685,5
2958,Exercise 8,47,318.033371,9
2959,Exercise 8,46,233.9365992,9
2960,Exercise 10,33,226.257812,7
2961,Exercise 7,40,105.6859474,6
2962,Exercise 8,31,254.337978,6
2963,Exercise 4,60,184.3349389,6
2964,Exercise 1,23,196.6171053,9
2965,Exercise 1,46,127.5859471,5
2966,Exercise 6,30,453.6138498,9
2967,Exercise 10,50,336.9180557,5
2968,Exercise 7,33,207.3015921,1
2969,Exercise 1,22,133.1080418,4
2970,Exercise 10,50,387.3083535,9
2971,Exercise 7,26,495.4912315,3
2972,Exercise 4,42,451.3785111,7
2973,Exercise 8,37,146.4668348,2
2974,Exercise 3,24,192.4230644,8
2975,Exercise 10,36,144.837631,5
2976,Exercise 2,25,144.0284509,4
2977,Exercise 5,48,481.4590159,1
2978,Exercise 2,25,414.915273,4
2979,Exercise 5,43,483.2619114,6
2980,Exercise 3,51,427.8544156,7
2981,Exercise 6,40,469.3684872,6
2982,Exercise 3,29,302.4017194,4
2983,Exercise 3,52,190.5048385,8
2984,Exercise 10,35,204.6691848,2
2985,Exercise 2,21,203.2828976,3
2986,Exercise 10,33,129.0458567,8
2987,Exercise 8,28,358.3236552,3
2988,Exercise 10,49,278.432146,6
2989,Exercise 6,36,361.6970306,6
2990,Exercise 9,60,211.1735859,9
2991,Exercise 5,55,424.8680756,9
2992,Exercise 8,46,101.9468197,3
2993,Exercise 1,56,311.3017605,6
2994,Exercise 6,42,266.8547567,8
2995,Exercise 5,45,219.6644769,8
2996,Exercise 9,34,385.5980195,9
2997,Exercise 7,36,283.3777711,9
2998,Exercise 4,35,261.3165457,3
2999,Exercise 6,59,136.4237177,3
3000,Exercise 6,59,339.8668231,7
3001,Exercise 10,51,172.9072401,9
3002,Exercise 10,53,180.6651485,2
3003,Exercise 7,40,254.4774048,7
3004,Exercise 2,44,321.4660516,3
3005,Exercise 9,60,444.1835461,2
3006,Exercise 3,35,190.7949592,10
3007,Exercise 4,32,244.6281895,9
3008,Exercise 10,37,328.6495472,6
3009,Exercise 3,48,340.5006356,1
3010,Exercise 7,23,325.6401481,1
3011,Exercise 3,24,171.0075677,7
3012,Exercise 2,42,156.5661429,7
3013,Exercise 5,47,325.1905044,5
3014,Exercise 1,22,157.9388192,6
3015,Exercise 6,22,436.5106052,3
3016,Exercise 3,54,108.049054,7
3017,Exercise 6,33,202.2209174,3
3018,Exercise 9,33,447.7948701,6
3019,Exercise 5,32,440.163448,6
3020,Exercise 9,37,288.900656,3
3021,Exercise 4,31,128.9230248,6
3022,Exercise 8,42,212.9737425,5
3023,Exercise 9,43,300.9901645,9
3024,Exercise 2,39,368.0177024,5
3025,Exercise 1,25,228.9487836,5
3026,Exercise 10,36,308.0039912,5
3027,Exercise 10,51,290.8650618,9
3028,Exercise 9,29,163.750768,5
3029,Exercise 9,36,415.9541075,4
3030,Exercise 7,26,355.9091341,2
3031,Exercise 1,54,416.5139754,3
3032,Exercise 7,40,499.3810837,5
3033,Exercise 9,37,497.8846026,4
3034,Exercise 4,30,264.8340334,1
3035,Exercise 2,22,287.0107564,1
3036,Exercise 6,49,352.7780933,2
3037,Exercise 8,26,204.1603851,6
3038,Exercise 5,43,223.310943,9
3039,Exercise 10,60,243.4428412,1
3040,Exercise 7,42,105.4449961,8
3041,Exercise 6,39,239.8678928,1
3042,Exercise 10,29,105.7955081,2
3043,Exercise 5,44,386.5074489,5
3044,Exercise 10,38,103.483282,8
3045,Exercise 4,21,428.484096,6
3046,Exercise 10,60,133.0787757,8
3047,Exercise 1,56,268.7563031,8
3048,Exercise 8,59,434.0853905,4
3049,Exercise 1,60,361.1681421,6
3050,Exercise 6,22,246.9615793,9
3051,Exercise 9,20,432.6703129,1
3052,Exercise 3,33,379.9393549,2
3053,Exercise 8,39,376.3484212,6
3054,Exercise 5,35,459.8741664,2
3055,Exercise 4,21,221.6280355,8
3056,Exercise 9,32,402.1521438,8
3057,Exercise 5,20,413.4410714,3
3058,Exercise 2,23,128.0009908,6
3059,Exercise 10,43,364.3410368,1
3060,Exercise 1,28,170.0596764,6
3061,Exercise 10,41,364.4422117,4
3062,Exercise 2,43,295.3556306,8
3063,Exercise 2,32,353.7663063,6
3064,Exercise 7,49,444.4520792,5
3065,Exercise 7,24,309.8481296,9
3066,Exercise 6,25,190.3255236,9
3067,Exercise 2,27,156.0813973,1
3068,Exercise 1,51,430.0971543,1
3069,Exercise 9,26,472.2623743,7
3070,Exercise 1,55,165.3267975,1
3071,Exercise 10,49,184.0239397,3
3072,Exercise 8,56,469.4206366,4
3073,Exercise 7,23,212.016407,3
3074,Exercise 3,45,427.2284457,9
3075,Exercise 9,48,398.8693065,8
3076,Exercise 4,59,493.1016568,7
3077,Exercise 5,44,428.0838538,2
3078,Exercise 3,58,161.9756857,1
3079,Exercise 7,47,427.0092329,8
3080,Exercise 2,26,367.8347429,2
3081,Exercise 6,54,195.0488313,6
3082,Exercise 5,36,166.5256922,1
3083,Exercise 6,56,161.1826524,3
3084,Exercise 10,53,469.6351921,2
3085,Exercise 9,24,453.4651888,1
3086,Exercise 4,20,416.0320452,5
3087,Exercise 6,46,128.6854459,1
3088,Exercise 8,30,332.0700086,3
3089,Exercise 6,57,381.6374674,5
3090,Exercise 1,57,198.2032255,2
3091,Exercise 4,58,406.5725018,1
3092,Exercise 6,33,198.1161774,7
3093,Exercise 2,44,349.1593018,5
3094,Exercise 3,60,381.9539977,3
3095,Exercise 9,59,149.0607431,3
3096,Exercise 9,21,301.3598548,1
3097,Exercise 6,40,268.3797364,8
3098,Exercise 10,59,267.4329159,4
3099,Exercise 6,31,111.8220482,1
3100,Exercise 1,49,434.6620643,2
3101,Exercise 2,38,149.1837422,5
3102,Exercise 4,25,485.7271123,9
3103,Exercise 7,56,265.6931258,7
3104,Exercise 10,30,424.9149053,6
3105,Exercise 5,42,179.2448566,9
3106,Exercise 7,53,256.5307515,2
3107,Exercise 6,37,152.2483763,6
3108,Exercise 6,54,417.6658108,5
3109,Exercise 2,36,463.7035789,2
3110,Exercise 9,39,238.2123264,9
3111,Exercise 5,42,472.1365994,7
3112,Exercise 3,51,141.8095049,8
3113,Exercise 6,21,491.935445,5
3114,Exercise 10,31,186.7248826,5
3115,Exercise 6,51,222.274779,6
3116,Exercise 9,42,483.420455,10
3117,Exercise 7,50,155.0359191,9
3118,Exercise 7,52,103.4354662,5
3119,Exercise 1,34,373.4662703,2
3120,Exercise 4,47,205.6417966,5
3121,Exercise 8,40,292.2347278,7
3122,Exercise 5,32,104.7006406,2
3123,Exercise 1,45,318.622503,1
3124,Exercise 3,30,101.0697178,3
3125,Exercise 8,24,431.1230843,3
3126,Exercise 5,21,193.7968229,7
3127,Exercise 10,37,391.3035783,7
3128,Exercise 2,53,414.0475981,4
3129,Exercise 5,31,329.3406897,8
3130,Exercise 6,36,371.0035139,2
3131,Exercise 9,23,325.3569823,4
3132,Exercise 4,49,295.7912419,1
3133,Exercise 4,25,317.6172897,8
3134,Exercise 6,33,414.7995277,4
3135,Exercise 2,38,334.7122969,7
3136,Exercise 10,34,491.3469804,10
3137,Exercise 7,53,434.9279549,8
3138,Exercise 10,32,211.1234805,3
3139,Exercise 6,53,202.1943477,1
3140,Exercise 1,58,433.4297729,10
3141,Exercise 7,20,402.4296916,3
3142,Exercise 8,37,103.3698305,9
3143,Exercise 3,34,436.5775021,4
3144,Exercise 6,23,459.3660114,6
3145,Exercise 9,45,143.2762221,4
3146,Exercise 7,23,121.2585394,3
3147,Exercise 7,28,464.3195502,2
3148,Exercise 10,48,104.6019427,8
3149,Exercise 9,52,453.4742271,8
3150,Exercise 4,47,113.585438,10
3151,Exercise 10,26,358.1121528,7
3152,Exercise 8,60,148.6876423,8
3153,Exercise 7,23,146.7072602,4
3154,Exercise 6,32,437.8646697,6
3155,Exercise 6,51,402.2292064,1
3156,Exercise 9,26,440.8363781,4
3157,Exercise 2,33,301.7250469,5
3158,Exercise 8,32,196.8220574,9
3159,Exercise 5,40,301.2597799,7
3160,Exercise 4,33,324.3079994,7
3161,Exercise 4,40,137.1285553,5
3162,Exercise 7,53,174.2961388,10
3163,Exercise 10,44,275.0741077,1
3164,Exercise 6,43,130.6890786,3
3165,Exercise 10,50,226.7238738,8
3166,Exercise 9,45,326.5735744,3
3167,Exercise 4,44,399.3724206,5
3168,Exercise 2,46,325.2413403,4
3169,Exercise 4,30,106.8609422,3
3170,Exercise 10,21,426.2582464,6
3171,Exercise 4,38,108.4637167,3
3172,Exercise 1,46,326.5392984,3
3173,Exercise 7,28,444.9655819,2
3174,Exercise 9,51,390.0889941,10
3175,Exercise 1,30,350.6312091,4
3176,Exercise 3,43,219.9614416,7
3177,Exercise 4,37,310.9658166,4
3178,Exercise 5,40,370.37084,3
3179,Exercise 5,40,388.2766854,10
3180,Exercise 8,30,119.1873113,8
3181,Exercise 3,53,394.7231438,6
3182,Exercise 2,28,196.9516208,6
3183,Exercise 6,43,481.8342138,8
3184,Exercise 9,20,247.855853,7
3185,Exercise 9,20,262.0791248,9
3186,Exercise 7,52,221.7049665,9
3187,Exercise 4,25,129.9434082,8
3188,Exercise 5,42,200.097098,8
3189,Exercise 4,22,264.330072,7
3190,Exercise 3,51,291.7361887,10
3191,Exercise 10,49,175.9401531,10
3192,Exercise 6,28,150.7615404,2
3193,Exercise 9,31,296.774031,10
3194,Exercise 6,43,388.6534506,8
3195,Exercise 4,47,240.2169199,3
3196,Exercise 4,42,422.3141248,4
3197,Exercise 5,33,147.7599344,3
3198,Exercise 1,45,426.1875245,3
3199,Exercise 1,33,255.4457242,5
3200,Exercise 3,43,270.1172568,8
3201,Exercise 6,22,348.5407026,4
3202,Exercise 4,27,393.7708473,5
3203,Exercise 6,31,371.6881577,9
3204,Exercise 7,51,353.4504223,10
3205,Exercise 1,35,191.5711596,4
3206,Exercise 8,39,497.447433,9
3207,Exercise 4,33,349.8406933,5
3208,Exercise 6,33,277.2198588,6
3209,Exercise 3,44,451.8747598,10
3210,Exercise 6,39,393.0142621,1
3211,Exercise 1,42,150.7349746,5
3212,Exercise 4,44,459.1008873,10
3213,Exercise 1,57,478.7869418,5
3214,Exercise 7,48,332.1227787,10
3215,Exercise 3,54,128.9332807,2
3216,Exercise 7,41,370.4388647,2
3217,Exercise 6,29,107.8348303,1
3218,Exercise 3,35,362.312734,10
3219,Exercise 10,24,457.9121574,9
3220,Exercise 4,52,467.5693577,7
3221,Exercise 5,39,110.0700706,10
3222,Exercise 6,33,331.4892426,3
3223,Exercise 5,57,127.7442821,3
3224,Exercise 4,54,431.9426192,6
3225,Exercise 5,25,198.2736314,3
3226,Exercise 4,56,363.1560243,5
3227,Exercise 7,43,111.1425702,3
3228,Exercise 10,56,150.1410235,5
3229,Exercise 8,38,481.6067745,2
3230,Exercise 6,29,168.4831139,5
3231,Exercise 6,48,268.6945229,3
3232,Exercise 2,50,184.7702042,3
3233,Exercise 6,50,195.8123279,3
3234,Exercise 5,28,307.3688578,4
3235,Exercise 7,59,122.7541083,3
3236,Exercise 10,20,442.5008049,4
3237,Exercise 4,37,450.8147547,9
3238,Exercise 7,40,390.6433627,8
3239,Exercise 5,31,457.4983185,7
3240,Exercise 3,60,428.5207004,3
3241,Exercise 2,45,490.7181597,8
3242,Exercise 5,59,482.0553001,6
3243,Exercise 7,55,364.9946185,8
3244,Exercise 1,53,200.4664974,6
3245,Exercise 7,33,252.5886307,10
3246,Exercise 6,55,188.5118981,7
3247,Exercise 3,35,248.0626346,5
3248,Exercise 6,46,289.1200478,6
3249,Exercise 1,57,341.3107278,8
3250,Exercise 7,43,114.4655463,10
3251,Exercise 3,39,373.873671,2
3252,Exercise 8,53,472.6242176,1
3253,Exercise 9,36,439.8811974,9
3254,Exercise 10,21,399.3272835,8
3255,Exercise 6,27,243.2551923,10
3256,Exercise 1,42,387.3118697,8
3257,Exercise 10,60,290.6805495,1
3258,Exercise 9,25,231.9286585,9
3259,Exercise 4,46,443.597304,7
3260,Exercise 5,47,352.8776006,5
3261,Exercise 8,42,144.1033047,6
3262,Exercise 4,38,484.5551981,8
3263,Exercise 1,44,491.479648,4
3264,Exercise 2,24,201.0190131,4
3265,Exercise 10,41,236.5460231,8
3266,Exercise 7,51,469.4161187,2
3267,Exercise 8,27,447.0781353,4
3268,Exercise 4,31,463.3947209,8
3269,Exercise 1,23,415.3718827,8
3270,Exercise 5,60,407.8871766,1
3271,Exercise 9,38,456.7756269,2
3272,Exercise 4,24,136.0594544,1
3273,Exercise 8,50,468.8302752,7
3274,Exercise 2,28,157.0817649,4
3275,Exercise 7,20,111.751021,4
3276,Exercise 5,34,168.5909541,7
3277,Exercise 10,53,164.8355452,8
3278,Exercise 4,55,347.9961564,10
3279,Exercise 6,22,352.823883,10
3280,Exercise 9,41,244.4287492,2
3281,Exercise 2,27,200.7454917,2
3282,Exercise 2,27,146.937711,5
3283,Exercise 2,43,363.4092889,7
3284,Exercise 2,46,373.8291912,10
3285,Exercise 4,46,151.4155948,8
3286,Exercise 2,39,327.115717,3
3287,Exercise 9,38,441.7395261,3
3288,Exercise 7,37,177.7901169,6
3289,Exercise 1,32,113.6697847,7
3290,Exercise 7,50,215.4243948,7
3291,Exercise 8,43,446.0741014,9
3292,Exercise 8,26,145.9088072,4
3293,Exercise 9,30,246.4561285,7
3294,Exercise 1,47,313.1536006,4
3295,Exercise 4,56,122.4882288,9
3296,Exercise 7,33,419.8575131,9
3297,Exercise 3,29,292.4028831,4
3298,Exercise 7,57,343.5172648,7
3299,Exercise 7,24,380.8991534,7
3300,Exercise 2,57,366.5420036,6
3301,Exercise 1,38,187.2386368,10
3302,Exercise 8,60,369.8809791,5
3303,Exercise 7,47,395.7500898,9
3304,Exercise 10,60,475.4172127,6
3305,Exercise 1,55,130.1609002,6
3306,Exercise 3,57,393.9494941,2
3307,Exercise 8,55,157.4587163,3
3308,Exercise 4,47,489.4733095,10
3309,Exercise 3,32,119.1021721,10
3310,Exercise 2,48,321.6806534,10
3311,Exercise 10,60,217.1943395,9
3312,Exercise 7,49,139.9685597,7
3313,Exercise 6,51,212.7413003,4
3314,Exercise 8,56,222.9783623,9
3315,Exercise 7,22,371.4576105,10
3316,Exercise 2,48,418.2137342,9
3317,Exercise 6,54,488.2404117,3
3318,Exercise 8,46,324.8410804,9
3319,Exercise 1,52,183.7605829,1
3320,Exercise 5,28,238.4616299,6
3321,Exercise 6,29,190.2634238,5
3322,Exercise 4,48,237.3053481,7
3323,Exercise 2,25,299.5599261,6
3324,Exercise 8,48,421.6028638,8
3325,Exercise 9,42,385.1032875,10
3326,Exercise 6,32,206.605811,1
3327,Exercise 9,56,330.0282042,3
3328,Exercise 2,47,302.0901507,8
3329,Exercise 9,30,411.0609613,8
3330,Exercise 1,54,334.3754201,9
3331,Exercise 10,25,414.0054575,2
3332,Exercise 2,35,434.8070411,2
3333,Exercise 10,52,441.7966183,7
3334,Exercise 8,47,484.0864916,9
3335,Exercise 4,33,493.9120812,8
3336,Exercise 6,53,454.9942599,4
3337,Exercise 2,39,185.4069729,9
3338,Exercise 7,30,498.2554866,10
3339,Exercise 2,49,121.4645148,4
3340,Exercise 3,48,107.9978503,6
3341,Exercise 10,39,137.8747956,9
3342,Exercise 3,36,205.1933391,2
3343,Exercise 3,42,150.4140416,9
3344,Exercise 5,58,360.8254881,7
3345,Exercise 7,25,273.2786325,8
3346,Exercise 4,23,289.5587943,2
3347,Exercise 8,31,475.2357115,2
3348,Exercise 3,28,280.2894688,5
3349,Exercise 8,39,431.0176869,7
3350,Exercise 8,57,462.3158519,2
3351,Exercise 1,41,362.595183,7
3352,Exercise 8,40,391.7835469,8
3353,Exercise 9,27,259.7625008,4
3354,Exercise 5,35,237.3963641,5
3355,Exercise 5,33,116.7932719,2
3356,Exercise 9,42,411.7733659,9
3357,Exercise 5,21,339.4432092,10
3358,Exercise 2,30,253.8585648,7
3359,Exercise 3,23,178.3639678,3
3360,Exercise 1,35,213.063698,10
3361,Exercise 8,28,337.5281436,6
3362,Exercise 6,48,360.2880127,1
3363,Exercise 10,47,240.861515,1
3364,Exercise 10,42,250.6985746,6
3365,Exercise 5,43,442.8657327,6
3366,Exercise 3,59,257.1297731,3
3367,Exercise 6,49,461.815491,4
3368,Exercise 10,39,294.65387,8
3369,Exercise 9,24,432.2227903,8
3370,Exercise 7,50,439.2711422,2
3371,Exercise 9,30,343.4809115,7
3372,Exercise 6,21,420.4928197,9
3373,Exercise 6,38,157.3742917,10
3374,Exercise 5,43,200.5409972,1
3375,Exercise 6,56,353.2894806,5
3376,Exercise 10,58,444.87959,10
3377,Exercise 9,48,227.4405981,1
3378,Exercise 4,30,316.7751956,9
3379,Exercise 9,57,354.1458715,5
3380,Exercise 2,35,175.3295869,2
3381,Exercise 1,51,189.3188521,2
3382,Exercise 4,51,399.2910201,9
3383,Exercise 1,43,301.4152267,1
3384,Exercise 1,53,103.2552173,2
3385,Exercise 10,25,121.0820319,6
3386,Exercise 4,22,499.1090321,6
3387,Exercise 8,37,467.0797734,3
3388,Exercise 6,26,220.929529,3
3389,Exercise 4,36,466.7225232,9
3390,Exercise 9,46,395.7734863,7
3391,Exercise 7,47,185.0191383,4
3392,Exercise 9,43,221.6916523,7
3393,Exercise 6,25,331.302938,10
3394,Exercise 6,38,265.9702803,4
3395,Exercise 6,32,278.1134911,4
3396,Exercise 1,51,109.2141555,2
3397,Exercise 9,58,121.8467044,9
3398,Exercise 7,60,475.0412342,6
3399,Exercise 7,28,174.1162671,10
3400,Exercise 1,20,170.7656707,1
3401,Exercise 1,28,241.0587241,9
3402,Exercise 3,58,286.3241439,8
3403,Exercise 4,33,325.8025129,2
3404,Exercise 5,34,478.8975791,5
3405,Exercise 9,27,242.3678866,2
3406,Exercise 4,24,343.6679866,4
3407,Exercise 8,54,239.7774609,4
3408,Exercise 7,56,129.7516826,10
3409,Exercise 9,31,201.881371,6
3410,Exercise 7,23,138.0624668,10
3411,Exercise 4,27,262.0190788,7
3412,Exercise 4,45,229.9273813,2
3413,Exercise 10,42,177.6027613,7
3414,Exercise 8,37,347.4740588,3
3415,Exercise 3,43,242.1204422,10
3416,Exercise 6,23,283.6387825,9
3417,Exercise 3,29,231.6998291,2
3418,Exercise 2,37,382.372194,3
3419,Exercise 4,52,350.5420888,5
3420,Exercise 5,36,208.5142333,7
3421,Exercise 2,24,319.3893387,1
3422,Exercise 7,25,327.1062406,2
3423,Exercise 10,45,360.1036808,6
3424,Exercise 1,35,101.0306114,10
3425,Exercise 6,35,223.8951789,6
3426,Exercise 8,38,374.0636324,8
3427,Exercise 6,41,383.7126002,8
3428,Exercise 4,59,297.1259247,6
3429,Exercise 1,23,185.9323285,8
3430,Exercise 3,51,346.1952082,8
3431,Exercise 9,31,100.0094034,5
3432,Exercise 9,54,447.2728332,6
3433,Exercise 1,40,329.204378,1
3434,Exercise 10,43,453.0118821,4
3435,Exercise 9,33,469.542637,5
3436,Exercise 10,60,457.1221834,7
3437,Exercise 4,39,349.0087686,4
3438,Exercise 9,22,102.2668473,6
3439,Exercise 8,53,455.2062646,1
3440,Exercise 8,59,485.713515,3
3441,Exercise 10,46,151.4667874,6
3442,Exercise 1,45,136.3665858,6
3443,Exercise 10,50,440.8798875,3
3444,Exercise 5,51,268.3238855,1
3445,Exercise 8,41,273.0494301,7
3446,Exercise 10,60,449.0734065,3
3447,Exercise 3,35,207.4061012,8
3448,Exercise 4,31,486.6473224,5
3449,Exercise 7,58,104.6120676,10
3450,Exercise 8,43,134.7750621,1
3451,Exercise 6,30,303.1666935,2
3452,Exercise 5,27,103.8367653,8
3453,Exercise 8,50,363.1646549,2
3454,Exercise 9,48,266.6535989,7
3455,Exercise 1,38,467.8981729,8
3456,Exercise 7,57,474.4793058,6
3457,Exercise 3,48,338.6027362,8
3458,Exercise 10,32,337.0013001,3
3459,Exercise 6,32,230.8210666,9
3460,Exercise 7,37,145.215194,2
3461,Exercise 9,50,329.8143089,9
3462,Exercise 8,24,497.4150388,7
3463,Exercise 6,57,122.7912708,8
3464,Exercise 9,55,145.8950626,6
3465,Exercise 3,35,229.6070383,4
3466,Exercise 6,53,294.9904038,4
3467,Exercise 4,34,487.8118709,10
3468,Exercise 3,21,297.2881148,4
3469,Exercise 6,55,241.8065279,9
3470,Exercise 9,55,194.3825856,10
3471,Exercise 3,26,286.663233,5
3472,Exercise 1,39,367.1108909,10
3473,Exercise 2,32,386.2505846,4
3474,Exercise 8,30,342.4270336,4
3475,Exercise 3,50,397.6438343,7
3476,Exercise 1,25,178.4902816,1
3477,Exercise 9,49,145.954862,7
3478,Exercise 10,28,144.828684,5
3479,Exercise 8,57,317.8588102,2
3480,Exercise 4,24,223.7580668,4
3481,Exercise 2,29,494.7500985,6
3482,Exercise 4,31,436.7857034,5
3483,Exercise 7,47,306.160043,1
3484,Exercise 8,55,164.1892345,9
3485,Exercise 2,38,312.4678994,1
3486,Exercise 8,45,193.2443641,5
3487,Exercise 6,39,252.0779653,1
3488,Exercise 3,35,162.3395939,7
3489,Exercise 1,60,475.0360767,5
3490,Exercise 4,48,287.8170637,4
3491,Exercise 1,32,425.6919647,1
3492,Exercise 1,59,103.8137908,7
3493,Exercise 9,48,398.5514312,9
3494,Exercise 3,40,462.5777069,8
3495,Exercise 7,27,385.6628869,8
3496,Exercise 6,28,406.871965,2
3497,Exercise 3,57,259.5409767,3
3498,Exercise 1,39,431.3392589,2
3499,Exercise 5,40,352.8428524,7
3500,Exercise 9,33,139.1293316,3
3501,Exercise 3,29,207.6275179,7
3502,Exercise 10,58,122.7263377,5
3503,Exercise 3,33,132.4333531,5
3504,Exercise 6,32,336.1718318,9
3505,Exercise 1,44,364.4066959,2
3506,Exercise 10,42,430.6724062,10
3507,Exercise 2,47,162.6011843,5
3508,Exercise 6,39,340.0776435,4
3509,Exercise 2,53,184.1042696,1
3510,Exercise 9,20,120.2453742,9
3511,Exercise 9,39,321.0951726,7
3512,Exercise 3,60,269.7024639,3
3513,Exercise 1,50,239.7065752,5
3514,Exercise 6,46,344.2328072,7
3515,Exercise 2,28,438.3852382,3
3516,Exercise 10,51,376.3043296,3
3517,Exercise 5,36,214.3929161,1
3518,Exercise 10,41,173.0804262,1
3519,Exercise 4,30,459.3103599,7
3520,Exercise 6,43,309.8676238,7
3521,Exercise 4,54,417.1344454,5
3522,Exercise 6,31,146.8491242,6
3523,Exercise 8,24,495.7579683,4
3524,Exercise 3,34,196.1723688,9
3525,Exercise 6,58,454.7154279,9
3526,Exercise 8,23,196.9876214,5
3527,Exercise 2,47,321.8707902,9
3528,Exercise 10,25,106.9336315,7
3529,Exercise 4,60,446.6066388,5
3530,Exercise 1,47,187.7294349,10
3531,Exercise 6,51,165.6570102,4
3532,Exercise 2,38,185.8228503,6
3533,Exercise 4,50,349.6557006,10
3534,Exercise 9,34,434.0320875,8
3535,Exercise 5,59,491.4963919,10
3536,Exercise 6,35,253.2390264,7
3537,Exercise 6,40,467.122129,4
3538,Exercise 10,41,335.0913986,3
3539,Exercise 10,54,282.0967746,7
3540,Exercise 7,33,215.310345,9
3541,Exercise 9,25,435.6666196,7
3542,Exercise 1,25,264.5885111,5
3543,Exercise 3,39,496.5463294,1
3544,Exercise 5,46,344.7793427,7
3545,Exercise 1,40,411.8450015,6
3546,Exercise 3,50,210.5386635,6
3547,Exercise 10,49,295.55885,8
3548,Exercise 6,43,156.6749654,8
3549,Exercise 2,54,162.2199199,2
3550,Exercise 4,27,278.2137735,3
3551,Exercise 5,42,295.7867187,4
3552,Exercise 7,41,474.6730502,9
3553,Exercise 10,45,276.0261286,5
3554,Exercise 1,31,227.0695728,2
3555,Exercise 2,48,311.18372,6
3556,Exercise 4,31,438.2725666,8
3557,Exercise 3,20,169.7639863,3
3558,Exercise 1,37,436.3997483,3
3559,Exercise 8,60,455.5647499,7
